sample_id,state,latitude,longitude,label,sample_type
50,arunachal pradesh,6438085.980674121,-1397912.6709812642,0,background
51,arunachal pradesh,6424825.353293399,-1514914.3614745892,0,background
52,arunachal pradesh,6283197.204892368,-1733873.84253688,0,background
53,arunachal pradesh,6462104.955364933,-1442033.4680518603,0,background
54,arunachal pradesh,6497825.145187879,-1404594.9918429719,0,background
55,arunachal pradesh,6355216.069668689,-1635364.6630892765,0,background
56,arunachal pradesh,6406633.929416478,-1449212.205684189,0,background
57,arunachal pradesh,6457144.680742668,-1511702.4525958537,0,background
58,arunachal pradesh,6369461.707218194,-1665040.0294751301,0,background
59,arunachal pradesh,6362395.275928454,-1884656.6108016944,0,background
60,arunachal pradesh,6402292.513301385,-1616361.8420612577,0,background
61,arunachal pradesh,6293368.241620269,-1632148.3343551422,0,background
62,arunachal pradesh,6241529.709269726,-1701786.9105077663,0,background
63,arunachal pradesh,6268182.415236713,-1865599.422190064,0,background
64,arunachal pradesh,6429020.535113947,-1610788.322753883,0,background
65,arunachal pradesh,6267312.364552463,-1694879.8954171033,0,background
66,arunachal pradesh,6345502.278092748,-1648161.6845005017,0,background
67,arunachal pradesh,6331779.042706066,-1854723.7171791303,0,background
68,arunachal pradesh,6370491.173451716,-1669804.9721943168,0,background
69,arunachal pradesh,6291989.395757061,-1920901.8941380116,0,background
70,arunachal pradesh,6485435.983786373,-1559074.7161371107,0,background
71,arunachal pradesh,6460969.326340646,-1480143.5272541365,0,background
72,arunachal pradesh,6336833.927522705,-1557197.0788834752,0,background
73,arunachal pradesh,6442105.924372127,-1530806.2785544624,0,background
74,arunachal pradesh,6455006.007785489,-1453569.10746748,0,background
75,arunachal pradesh,6222054.2383975545,-1739437.3686593517,0,background
76,arunachal pradesh,6309885.145282348,-1724285.968361194,0,background
77,arunachal pradesh,6509604.516668117,-1439802.8961717298,0,background
78,arunachal pradesh,6352136.424934494,-1894947.3007182048,0,background
79,arunachal pradesh,6383567.3385361945,-1483108.102026338,0,background
80,arunachal pradesh,6278823.013346835,-1937601.4586716692,0,background
81,arunachal pradesh,6303896.429963566,-1666272.3495236358,0,background
82,arunachal pradesh,6367193.58120979,-1514170.944057453,0,background
83,arunachal pradesh,6326372.68196823,-1569147.8381374977,0,background
84,arunachal pradesh,6313434.994406538,-1581658.0966166242,0,background
85,arunachal pradesh,6473190.721475264,-1337879.1169624785,0,background
86,arunachal pradesh,6276205.79822378,-1697981.147853902,0,background
87,arunachal pradesh,6375797.976707575,-1609049.6360301804,0,background
88,arunachal pradesh,6396362.531620583,-1477209.6813474605,0,background
89,arunachal pradesh,6510391.486132384,-1407649.5685963952,0,background
90,arunachal pradesh,6270953.894179301,-1647837.0525751621,0,background
91,arunachal pradesh,6295375.505374254,-1647511.5234999242,0,background
92,arunachal pradesh,6301234.592973278,-1849093.9722697271,0,background
93,arunachal pradesh,6278001.128266523,-1857491.686800633,0,background
94,arunachal pradesh,6341105.798281722,-1888824.414341626,0,background
95,arunachal pradesh,6307677.974340344,-1833230.372477653,0,background
96,arunachal pradesh,6500468.591046277,-1400374.2111208898,0,background
97,arunachal pradesh,6277407.902924423,-1927460.9159019834,0,background
98,arunachal pradesh,6440680.666126618,-1444083.347560693,0,background
99,arunachal pradesh,6349330.091101861,-1726750.2624170056,0,background
100,arunachal pradesh,6268942.367780956,-1943286.320886814,0,background
101,arunachal pradesh,6491578.801047281,-1504318.2440092266,0,background
102,arunachal pradesh,6365814.029294413,-1635147.3133037763,0,background
103,arunachal pradesh,6336476.073209564,-1897558.710554789,0,background
104,arunachal pradesh,6265490.288218959,-1621563.1976281432,0,background
105,arunachal pradesh,6312185.742705551,-1792419.6148685932,0,background
106,arunachal pradesh,6294941.06755318,-1829912.6231646957,0,background
107,arunachal pradesh,6379206.37634435,-1548063.060290458,0,background
108,arunachal pradesh,6237160.958461504,-1807525.422600321,0,background
109,arunachal pradesh,6280254.208396638,-1846053.4534302258,0,background
110,arunachal pradesh,6319311.078183347,-1894401.453506184,0,background
111,arunachal pradesh,6481291.701462874,-1338167.1263344341,0,background
112,arunachal pradesh,6278482.151693934,-1596266.025671514,0,background
113,arunachal pradesh,6328864.263253308,-1757105.8040631989,0,background
114,arunachal pradesh,6265469.238870308,-1637785.705069359,0,background
115,arunachal pradesh,6348158.360614903,-1866945.083111175,0,background
116,arunachal pradesh,6228062.953649724,-1748721.0506890572,0,background
117,arunachal pradesh,6417558.031664925,-1801892.6209861678,0,background
118,arunachal pradesh,6387817.294254805,-1473907.2965991818,0,background
119,arunachal pradesh,6515762.404199039,-1428242.7812843781,0,background
120,arunachal pradesh,6238191.2611786565,-1836283.5145993454,0,background
121,arunachal pradesh,6362680.049408743,-1535555.7218492143,0,background
122,arunachal pradesh,6312068.0690318225,-1682207.219400157,0,background
123,arunachal pradesh,6366280.800303278,-1564828.9353810572,0,background
124,arunachal pradesh,6454652.387359714,-1387196.10782567,0,background
125,arunachal pradesh,6485191.315818571,-1472460.1117555501,0,background
126,arunachal pradesh,6319114.23297406,-1884378.860869953,0,background
127,arunachal pradesh,6403580.225225101,-1499980.2748920438,0,background
128,arunachal pradesh,6369489.350564813,-1516904.1828873595,0,background
129,arunachal pradesh,6301244.537328408,-1803736.025505554,0,background
130,arunachal pradesh,6320348.740616415,-1588624.6660160474,0,background
131,arunachal pradesh,6393295.312741743,-1638902.6088629505,0,background
132,arunachal pradesh,6472075.119142033,-1328195.7791191498,0,background
133,arunachal pradesh,6319708.401283463,-1583510.3780800202,0,background
134,arunachal pradesh,6297608.080967236,-1931558.4495853563,0,background
135,arunachal pradesh,6301679.997039938,-1742401.38930052,0,background
136,arunachal pradesh,6338217.328677963,-1821377.5128981427,0,background
137,arunachal pradesh,6326609.049672344,-1643781.5828888714,0,background
138,arunachal pradesh,6325119.197955046,-1870642.7879525004,0,background
139,arunachal pradesh,6387729.412030672,-1641298.7713178631,0,background
140,arunachal pradesh,6247554.26752994,-1834004.996580489,0,background
141,arunachal pradesh,6334172.842039038,-1626900.2281032384,0,background
142,arunachal pradesh,6509212.039141707,-1408024.5865770413,0,background
143,arunachal pradesh,6275283.6222226275,-1724909.7008345448,0,background
144,arunachal pradesh,6323079.09299837,-1549307.1124037155,0,background
145,arunachal pradesh,6409737.41161314,-1502616.8789544962,0,background
146,arunachal pradesh,6258390.270418464,-1949505.751040314,0,background
147,arunachal pradesh,6265733.3319174405,-1902573.7295606264,0,background
148,arunachal pradesh,6477893.580486037,-1498533.3693499165,0,background
149,arunachal pradesh,6313019.887392057,-1798789.9293103572,0,background
150,arunachal pradesh,6323313.752362078,-1562184.6477163755,0,background
151,arunachal pradesh,6332566.993653518,-1608958.5930976348,0,background
152,arunachal pradesh,6458551.840256608,-1386768.182637539,0,background
153,arunachal pradesh,6275824.879020163,-1855711.4502988057,0,background
154,arunachal pradesh,6468903.654280282,-1544493.0501274422,0,background
155,arunachal pradesh,6411854.680958993,-1577515.2665669152,0,background
156,arunachal pradesh,6314213.521212902,-1695418.0343078522,0,background
157,arunachal pradesh,6316346.153177076,-1807920.2466796667,0,background
158,arunachal pradesh,6346395.439561069,-1599644.59949639,0,background
159,arunachal pradesh,6272346.183837325,-1946854.3335122492,0,background
160,arunachal pradesh,6388234.361671883,-1645080.015674104,0,background
161,arunachal pradesh,6332116.992573695,-1520502.0238667482,0,background
162,arunachal pradesh,6422127.955002853,-1448485.1834216856,0,background
163,arunachal pradesh,6369204.115977289,-1846983.7819250252,0,background
164,arunachal pradesh,6475641.890382023,-1517988.7674692685,0,background
165,arunachal pradesh,6351027.991096604,-1805118.4836336777,0,background
166,arunachal pradesh,6501984.27891122,-1509361.6736388793,0,background
167,arunachal pradesh,6474032.566091292,-1407857.8456881621,0,background
168,arunachal pradesh,6223266.4893710045,-1817871.812237882,0,background
169,arunachal pradesh,6290712.9197148,-1924685.437908142,0,background
170,arunachal pradesh,6458180.524253288,-1357890.03609604,0,background
171,arunachal pradesh,6398854.982135601,-1655777.8410095328,0,background
172,arunachal pradesh,6522363.031057903,-1400310.3184820605,0,background
173,arunachal pradesh,6280996.765106845,-1737032.463685217,0,background
174,arunachal pradesh,6359085.794154849,-1572831.5393739499,0,background
175,arunachal pradesh,6242649.771206043,-1817443.023869317,0,background
176,arunachal pradesh,6246082.381093016,-1824049.3465450737,0,background
177,arunachal pradesh,6502851.578415993,-1393752.5408546564,0,background
178,arunachal pradesh,6367497.713964553,-1821888.1917822487,0,background
179,arunachal pradesh,6382430.358027645,-1582430.5816163,0,background
180,arunachal pradesh,6226365.823565593,-1794783.029733851,0,background
181,arunachal pradesh,6512515.039306971,-1390533.4579956203,0,background
182,arunachal pradesh,6461898.061442983,-1407802.7262322933,0,background
183,arunachal pradesh,6372306.355431215,-1542013.9007872883,0,background
184,arunachal pradesh,6322981.777467935,-1910653.3185085575,0,background
185,arunachal pradesh,6271476.704014341,-1725312.4267086291,0,background
186,arunachal pradesh,6353262.347059941,-1497785.275423261,0,background
187,arunachal pradesh,6257770.627722024,-1914507.0775284753,0,background
188,arunachal pradesh,6386698.186910441,-1655316.6278550776,0,background
189,arunachal pradesh,6377458.473556516,-1527239.8042731578,0,background
190,arunachal pradesh,6409573.887658873,-1449776.046809365,0,background
191,arunachal pradesh,6417086.292405436,-1514618.7256444467,0,background
192,arunachal pradesh,6442224.421174297,-1565776.9626224483,0,background
193,arunachal pradesh,6280927.193685009,-1962940.8530670975,0,background
194,arunachal pradesh,6368540.620134568,-1555790.33204765,0,background
195,arunachal pradesh,6335953.17159146,-1523815.0577721454,0,background
196,arunachal pradesh,6337852.776723224,-1690610.5032104359,0,background
197,arunachal pradesh,6276485.710639923,-1709155.444570103,0,background
198,arunachal pradesh,6450495.8190028835,-1403588.922404616,0,background
199,arunachal pradesh,6398409.847193649,-1473390.8292140744,0,background
200,arunachal pradesh,6330550.898532948,-1522342.517794292,0,background
201,arunachal pradesh,6351779.470354861,-1836998.7906843612,0,background
202,arunachal pradesh,6424818.732963446,-1566072.5486457273,0,background
203,arunachal pradesh,6302952.467949812,-1910082.6126937645,0,background
204,arunachal pradesh,6420315.91791929,-1598907.5168841677,0,background
205,arunachal pradesh,6483183.575573493,-1507100.6539106066,0,background
206,arunachal pradesh,6459200.5320435,-1503839.911595267,0,background
207,arunachal pradesh,6236767.241657954,-1806782.3083948921,0,background
208,arunachal pradesh,6354065.9198218,-1539765.5649107092,0,background
209,arunachal pradesh,6430615.866922974,-1606807.1922961476,0,background
210,arunachal pradesh,6341744.570570464,-1799919.0583397993,0,background
211,arunachal pradesh,6310022.521276791,-1742668.0150449239,0,background
212,arunachal pradesh,6400259.429695408,-1562951.6469806535,0,background
213,arunachal pradesh,6496367.607706818,-1502712.4123947015,0,background
214,arunachal pradesh,6359823.162220907,-1678204.38258841,0,background
215,arunachal pradesh,6316964.743817444,-1861002.0427773097,0,background
216,arunachal pradesh,6361539.979639055,-1856957.891438337,0,background
217,arunachal pradesh,6267652.944659793,-1687557.4758684873,0,background
218,arunachal pradesh,6426312.36724026,-1566728.2424874976,0,background
219,arunachal pradesh,6345903.7576872455,-1536459.1918839498,0,background
220,arunachal pradesh,6460565.948169733,-1419451.9286033292,0,background
221,arunachal pradesh,6220271.3326840075,-1833549.8732789785,0,background
222,arunachal pradesh,6201278.889236436,-1792091.1148728526,0,background
223,arunachal pradesh,6425586.2176818745,-1767322.71128663,0,background
224,arunachal pradesh,6335207.613889762,-1530752.0051145863,0,background
225,arunachal pradesh,6471803.981540778,-1517762.1121273497,0,background
226,arunachal pradesh,6395509.660043668,-1644555.5133833215,0,background
227,arunachal pradesh,6415829.873450983,-1519772.6307853514,0,background
228,arunachal pradesh,6452500.829243751,-1402206.9622780601,0,background
229,arunachal pradesh,6437282.606337961,-1599247.827963601,0,background
230,arunachal pradesh,6445538.664217322,-1443016.4197533545,0,background
231,arunachal pradesh,6310789.048784197,-1812983.5047682645,0,background
232,arunachal pradesh,6412954.796145229,-1575613.3881725916,0,background
233,arunachal pradesh,6342046.289301212,-1565206.7572567684,0,background
234,arunachal pradesh,6347480.089803647,-1630343.95629069,0,background
235,arunachal pradesh,6366329.796034812,-1590713.1767991004,0,background
236,arunachal pradesh,6446438.578295809,-1572722.3608869365,0,background
237,arunachal pradesh,6430242.2365172645,-1439682.1227312265,0,background
238,arunachal pradesh,6216634.862783048,-1738978.284826523,0,background
239,arunachal pradesh,6270445.484651031,-1651888.0163927705,0,background
240,arunachal pradesh,6287941.827747572,-1782280.31018458,0,background
241,arunachal pradesh,6363406.720167617,-1849380.5363966038,0,background
242,arunachal pradesh,6270371.436205382,-1599055.8332091954,0,background
243,arunachal pradesh,6487768.597531612,-1435658.0245383088,0,background
244,arunachal pradesh,6254951.740408954,-1819123.238528907,0,background
245,arunachal pradesh,6323873.770046286,-1570726.9607739847,0,background
246,arunachal pradesh,6493247.01961718,-1422247.3646189615,0,background
247,arunachal pradesh,6263550.63342405,-1737811.4344913056,0,background
248,arunachal pradesh,6337984.624123799,-1562372.5065660982,0,background
249,arunachal pradesh,6480353.021065676,-1489057.6146620458,0,background
250,arunachal pradesh,6214658.379028401,-1826479.7228519437,0,background
251,arunachal pradesh,6370865.469356917,-1573248.5108639896,0,background
252,arunachal pradesh,6316903.941707634,-1816614.4219319338,0,background
253,arunachal pradesh,6353571.005916121,-1581433.885576012,0,background
254,arunachal pradesh,6381841.774066723,-1497189.2926871867,0,background
255,arunachal pradesh,6209014.209557674,-1789229.568329667,0,background
256,arunachal pradesh,6293512.016203063,-1842615.034071245,0,background
257,arunachal pradesh,6304465.889769486,-1820046.6091665367,0,background
258,arunachal pradesh,6368549.811033253,-1815469.4375801454,0,background
259,arunachal pradesh,6293845.290636958,-1621342.294897384,0,background
260,arunachal pradesh,6434581.368227482,-1605237.3727501722,0,background
261,arunachal pradesh,6367100.517775938,-1836733.4882413154,0,background
262,arunachal pradesh,6337500.833941734,-1904367.4077916255,0,background
263,arunachal pradesh,6457025.976628695,-1535740.9293975164,0,background
264,arunachal pradesh,6397497.288220178,-1629126.8299867772,0,background
265,arunachal pradesh,6426993.844274541,-1459765.0186541101,0,background
266,arunachal pradesh,6286500.369786076,-1943625.4870316787,0,background
267,arunachal pradesh,6306246.26857614,-1796396.7069093832,0,background
268,arunachal pradesh,6287330.2574597625,-1607820.047913353,0,background
269,arunachal pradesh,6360121.759013698,-1577465.0082082702,0,background
270,arunachal pradesh,6460654.358220635,-1403956.4088024187,0,background
271,arunachal pradesh,6321086.080657073,-1914589.4216100862,0,background
272,arunachal pradesh,6466388.576010982,-1551271.0948248354,0,background
273,arunachal pradesh,6446413.133708484,-1573794.1494963935,0,background
274,arunachal pradesh,6355579.682950504,-1853661.9173846138,0,background
275,arunachal pradesh,6406716.075170063,-1565143.4362657708,0,background
276,arunachal pradesh,6216504.967861396,-1770342.3765635693,0,background
277,arunachal pradesh,6329088.34591462,-1625180.3409960219,0,background
278,arunachal pradesh,6248917.162522281,-1675298.5032074172,0,background
279,arunachal pradesh,6435607.965029887,-1430241.824723596,0,background
280,arunachal pradesh,6348229.037408903,-1697115.431618947,0,background
281,arunachal pradesh,6271497.287067125,-1954633.0618682487,0,background
282,arunachal pradesh,6256045.242727181,-1619816.2780249505,0,background
283,arunachal pradesh,6459134.385286586,-1334013.1534842246,0,background
284,arunachal pradesh,6350617.948654798,-1903455.2201955076,0,background
285,arunachal pradesh,6512405.305118445,-1388368.9277276595,0,background
286,arunachal pradesh,6333078.442353573,-1520675.680364582,0,background
287,arunachal pradesh,6394154.085836669,-1554062.1513702373,0,background
288,arunachal pradesh,6284216.828116944,-1737921.6982155922,0,background
289,arunachal pradesh,6446261.721830226,-1538730.890208375,0,background
290,arunachal pradesh,6188760.4083763,-1795142.1712469761,0,background
291,arunachal pradesh,6447941.78623341,-1775422.106525202,0,background
292,arunachal pradesh,6223550.351089471,-1833649.7425638954,0,background
293,arunachal pradesh,6449815.869012807,-1568111.3289137452,0,background
294,arunachal pradesh,6365186.630661646,-1549368.9288859263,0,background
295,arunachal pradesh,6298671.529505874,-1883985.0323634674,0,background
296,arunachal pradesh,6474713.163101618,-1408294.2112516733,0,background
297,arunachal pradesh,6408780.700603117,-1463385.30094387,0,background
298,arunachal pradesh,6357586.71571238,-1584112.226456608,0,background
299,arunachal pradesh,6483998.85937334,-1520188.7525742976,0,background
300,arunachal pradesh,6445135.62846251,-1554307.5810254868,0,background
301,arunachal pradesh,6341375.519085968,-1863241.5837854766,0,background
302,arunachal pradesh,6320571.421802222,-1902744.5335200506,0,background
303,arunachal pradesh,6435419.856650267,-1606987.9271858302,0,background
304,arunachal pradesh,6233076.101065347,-1754995.9150533236,0,background
305,arunachal pradesh,6324425.6665325975,-1713092.3410093298,0,background
306,arunachal pradesh,6348100.443346695,-1585504.0089599348,0,background
307,arunachal pradesh,6375987.308430009,-1590835.5138795434,0,background
308,arunachal pradesh,6460330.016873088,-1528244.1649511352,0,background
309,arunachal pradesh,6297275.9384889705,-1929100.2551618454,0,background
310,arunachal pradesh,6426625.388310638,-1457903.908197944,0,background
311,arunachal pradesh,6331837.134879944,-1754177.7881054736,0,background
312,arunachal pradesh,6257919.134273539,-1909606.496126557,0,background
313,arunachal pradesh,6436317.585632002,-1579001.8550952058,0,background
314,arunachal pradesh,6327413.530761059,-1550237.6021000757,0,background
315,arunachal pradesh,6453632.12122981,-1554381.5283240965,0,background
316,arunachal pradesh,6323484.595209595,-1890316.266471709,0,background
317,arunachal pradesh,6385091.574433865,-1596097.6293869454,0,background
318,arunachal pradesh,6306973.311781104,-1847409.7816179197,0,background
319,arunachal pradesh,6473126.519533455,-1400924.569387178,0,background
320,arunachal pradesh,6348791.792400691,-1669847.7902528506,0,background
321,arunachal pradesh,6353465.1182472175,-1494853.5772699462,0,background
322,arunachal pradesh,6409055.482639855,-1479650.2819377522,0,background
323,arunachal pradesh,6279246.930858265,-1930070.8776215664,0,background
324,arunachal pradesh,6267051.828089852,-1797309.3843145547,0,background
325,arunachal pradesh,6350385.90014238,-1924679.0695606729,0,background
326,arunachal pradesh,6323897.022855677,-1621690.7260254787,0,background
327,arunachal pradesh,6271616.640130418,-1695403.2472303105,0,background
328,arunachal pradesh,6302564.339493812,-1572318.739364772,0,background
329,arunachal pradesh,6268433.105341581,-1820915.5537213357,0,background
330,arunachal pradesh,6349390.117755229,-1669773.9950666376,0,background
331,arunachal pradesh,6324129.069856329,-1667182.4046434162,0,background
332,arunachal pradesh,6370427.122678005,-1544782.9775495958,0,background
333,arunachal pradesh,6337801.624698357,-1812171.2531385694,0,background
334,arunachal pradesh,6353933.187787438,-1617616.030815415,0,background
335,arunachal pradesh,6362771.562680998,-1834895.808941585,0,background
336,arunachal pradesh,6495366.851664308,-1411012.8342627215,0,background
337,arunachal pradesh,6364181.286865354,-1603957.9210843735,0,background
338,arunachal pradesh,6489864.688766654,-1500423.2960475897,0,background
339,arunachal pradesh,6305436.4054614175,-1669148.2670166355,0,background
340,arunachal pradesh,6241691.558805007,-1749626.8157376454,0,background
341,arunachal pradesh,6264590.975400166,-1901797.8029284163,0,background
342,arunachal pradesh,6302022.283575253,-1874983.213992726,0,background
343,arunachal pradesh,6396576.94045277,-1544670.023622335,0,background
344,arunachal pradesh,6404180.927417569,-1785911.0838180578,0,background
345,arunachal pradesh,6359074.101429081,-1516773.057417854,0,background
346,arunachal pradesh,6255159.4020637525,-1769021.8849155412,0,background
347,arunachal pradesh,6286783.71642179,-1945552.855652046,0,background
348,arunachal pradesh,6446847.82005815,-1401914.3681400158,0,background
349,arunachal pradesh,6411836.74899524,-1455600.7091080244,0,background
350,arunachal pradesh,6375625.712685226,-1531964.9888015867,0,background
351,arunachal pradesh,6336352.480296079,-1895082.243297812,0,background
352,arunachal pradesh,6313265.166370265,-1612461.0153243928,0,background
353,arunachal pradesh,6499500.192079268,-1487091.7445071812,0,background
354,arunachal pradesh,6460301.537319407,-1477972.157589504,0,background
355,arunachal pradesh,6368787.615767845,-1510587.235216837,0,background
356,arunachal pradesh,6265290.544966871,-1904459.5129238595,0,background
357,arunachal pradesh,6285388.782665036,-1774258.929142443,0,background
358,arunachal pradesh,6476704.631797715,-1381356.0489072376,0,background
359,arunachal pradesh,6386980.058061274,-1533864.2046685459,0,background
360,arunachal pradesh,6264464.916388884,-1915854.5070721295,0,background
361,arunachal pradesh,6468746.054250071,-1532958.8620099502,0,background
362,arunachal pradesh,6330592.987872098,-1631404.897197818,0,background
363,arunachal pradesh,6332036.850183043,-1761473.4184271921,0,background
364,arunachal pradesh,6389994.124674139,-1465051.0821977786,0,background
365,arunachal pradesh,6400171.913337867,-1573251.402456062,0,background
366,arunachal pradesh,6424877.201158885,-1583236.7949639133,0,background
367,arunachal pradesh,6358973.316108769,-1813055.2939184543,0,background
368,arunachal pradesh,6314689.018220663,-1899470.6282940363,0,background
369,arunachal pradesh,6306840.87761544,-1802054.2006113008,0,background
370,arunachal pradesh,6277385.963703148,-1876246.853679665,0,background
371,arunachal pradesh,6249428.128381219,-1654373.0747995635,0,background
372,arunachal pradesh,6360431.137270388,-1832802.955764298,0,background
373,arunachal pradesh,6298876.976773937,-1897004.8691929379,0,background
374,arunachal pradesh,6283161.521452961,-1634504.8948180024,0,background
375,arunachal pradesh,6301080.755864929,-1893234.0846831955,0,background
376,arunachal pradesh,6318175.148497065,-1788859.2398103084,0,background
377,arunachal pradesh,6512310.33902103,-1432672.9161591828,0,background
378,arunachal pradesh,6202123.286206772,-1799968.1459185372,0,background
379,arunachal pradesh,6419320.083887861,-1575388.3728898133,0,background
380,arunachal pradesh,6314456.103348908,-1892812.9057153135,0,background
381,arunachal pradesh,6326616.78782252,-1888571.9777171623,0,background
382,arunachal pradesh,6304387.951592834,-1915069.0013349345,0,background
383,arunachal pradesh,6484128.982957256,-1569693.8849800027,0,background
384,arunachal pradesh,6474397.9744993085,-1543927.8448185076,0,background
385,arunachal pradesh,6330421.072860863,-1517848.4735473664,0,background
386,arunachal pradesh,6454786.761285625,-1768371.3326025822,0,background
387,arunachal pradesh,6478539.862377842,-1433560.3741099513,0,background
388,arunachal pradesh,6419948.782442794,-1509354.7387221945,0,background
389,arunachal pradesh,6402109.773831317,-1548124.5948040434,0,background
390,arunachal pradesh,6391329.66585793,-1527820.7427563954,0,background
391,arunachal pradesh,6256977.215277032,-1730563.6907998486,0,background
392,arunachal pradesh,6369136.18063955,-1607878.9228691263,0,background
393,arunachal pradesh,6470257.32441646,-1472821.367369305,0,background
394,arunachal pradesh,6248917.621422853,-1798847.36459717,0,background
395,arunachal pradesh,6300119.521348914,-1929686.2758731479,0,background
396,arunachal pradesh,6301792.164621653,-1605285.7616184729,0,background
397,arunachal pradesh,6378721.131057816,-1562666.615203897,0,background
398,arunachal pradesh,6369593.310373129,-1658586.534762705,0,background
399,arunachal pradesh,6311508.846652094,-1585160.6697078797,0,background
400,arunachal pradesh,6352032.6439642515,-1635408.0863444183,0,background
401,arunachal pradesh,6446315.455105416,-1430254.1332166851,0,background
402,arunachal pradesh,6219351.577707364,-1837031.363754541,0,background
403,arunachal pradesh,6490845.662309162,-1417636.5427699827,0,background
404,arunachal pradesh,6358304.375019657,-1676249.2652893437,0,background
405,arunachal pradesh,6431829.95714941,-1520943.384178479,0,background
406,arunachal pradesh,6305754.11716086,-1772859.1302876545,0,background
407,arunachal pradesh,6468462.89653436,-1528014.9316398383,0,background
408,arunachal pradesh,6470428.651336646,-1488411.6348397906,0,background
409,arunachal pradesh,6446865.539069956,-1539874.0699703954,0,background
410,arunachal pradesh,6350405.510244007,-1909603.716815191,0,background
411,arunachal pradesh,6322666.517396296,-1916710.7076496729,0,background
412,arunachal pradesh,6219952.1452685455,-1740796.102089254,0,background
413,arunachal pradesh,6509756.728627022,-1442763.8931619967,0,background
414,arunachal pradesh,6285266.363761357,-1628076.7949432295,0,background
415,arunachal pradesh,6426419.485866919,-1451664.136087323,0,background
416,arunachal pradesh,6283785.566813286,-1705730.9182306584,0,background
417,arunachal pradesh,6278837.321669266,-1816330.78338587,0,background
418,arunachal pradesh,6503362.741539431,-1445846.9208187116,0,background
419,arunachal pradesh,6403347.606115657,-1820453.6199397,0,background
420,arunachal pradesh,6337147.1225423,-1640722.0964763388,0,background
421,arunachal pradesh,6459973.08495341,-1433487.4443668635,0,background
422,arunachal pradesh,6361677.122816172,-1608664.2119716227,0,background
423,arunachal pradesh,6227859.871885055,-1782668.7705202142,0,background
424,arunachal pradesh,6277162.641429896,-1936689.6622231158,0,background
425,arunachal pradesh,6216798.197052813,-1761912.238387195,0,background
